TransactionAmount,TransactionType,Location,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,LoginAttempts_Binned,cluster
121.82,Debit,Dallas,M032,Online,60,Doctor,119,1,13293.83,Sangat Rendah,0
56.12,Debit,El Paso,M049,ATM,30,Doctor,102,1,8839.67,Sangat Rendah,0
424.7,Credit,Miami,M032,Online,56,Retired,178,1,6239.89,Sangat Rendah,0
35.16,Debit,Chicago,M029,Branch,32,Engineer,130,1,8459.18,Sangat Rendah,0
35.73,Debit,Miami,M028,Branch,65,Doctor,87,1,9073.17,Sangat Rendah,0
3.44,Debit,Fort Worth,M004,ATM,78,Retired,108,1,7561.33,Sangat Rendah,0
1342.25,Credit,Fort Worth,M032,Branch,21,Student,235,1,694.03,Sangat Rendah,0
139.03,Credit,Los Angeles,M076,Online,50,Engineer,81,1,2276.57,Sangat Rendah,0
254.92,Credit,San Antonio,M064,ATM,28,Engineer,169,1,2791.12,Sangat Rendah,0
115.11,Debit,Albuquerque,M011,Online,28,Engineer,139,1,9808.97,Sangat Rendah,0
171.11,Debit,San Francisco,M084,ATM,57,Retired,171,1,6324.09,Sangat Rendah,0
168.54,Debit,Oklahoma City,M064,ATM,70,Doctor,142,2,13406.0,Rendah,0
420.76,Debit,Miami,M054,Branch,51,Retired,76,1,6581.55,Sangat Rendah,0
408.46,Debit,Raleigh,M058,Branch,64,Retired,28,1,3140.79,Sangat Rendah,0
1162.42,Credit,Detroit,M009,Online,30,Doctor,45,1,10357.26,Sangat Rendah,0
342.17,Credit,New York,M033,Branch,21,Student,247,1,461.83,Sangat Rendah,0
580.71,Debit,Philadelphia,M046,ATM,53,Engineer,95,1,5670.0,Sangat Rendah,0
821.54,Credit,Atlanta,M044,Branch,79,Retired,36,1,4040.32,Sangat Rendah,0
253.47,Debit,Atlanta,M077,Branch,20,Student,238,1,220.51,Sangat Rendah,0
22.81,Debit,New York,M083,Online,62,Retired,75,1,3634.76,Sangat Rendah,0
266.57,Credit,Boston,M026,Online,39,Engineer,96,1,7180.48,Sangat Rendah,0
374.61,Credit,Mesa,M079,Online,75,Retired,37,1,1389.71,Sangat Rendah,0
339.35,Credit,Boston,M084,ATM,78,Retired,70,1,5002.7,Sangat Rendah,0
810.36,Debit,Columbus,M081,ATM,20,Student,67,1,9239.12,Sangat Rendah,0
9.83,Debit,Memphis,M004,ATM,24,Student,86,1,666.42,Sangat Rendah,0
135.57,Credit,Boston,M073,Branch,51,Doctor,116,1,11351.64,Sangat Rendah,0
340.05,Debit,Detroit,M038,ATM,43,Engineer,37,1,7234.15,Sangat Rendah,0
283.45,Debit,Colorado Springs,M039,Branch,27,Engineer,127,1,2049.51,Sangat Rendah,0
100.99,Debit,New York,M078,ATM,68,Doctor,114,1,8865.27,Sangat Rendah,0
90.88,Debit,Albuquerque,M071,Branch,18,Student,176,1,3908.47,Sangat Rendah,0
655.15,Debit,Seattle,M083,ATM,26,Engineer,264,1,5587.44,Sangat Rendah,0
320.55,Debit,Milwaukee,M041,Online,50,Engineer,118,1,438.75,Sangat Rendah,0
41.51,Debit,Phoenix,M084,Online,28,Student,48,1,609.6,Sangat Rendah,0
71.53,Credit,Jacksonville,M030,Branch,68,Retired,39,1,2393.73,Sangat Rendah,0
467.13,Credit,Kansas City,M096,Branch,54,Retired,45,1,3914.84,Sangat Rendah,0
235.4,Debit,Detroit,M038,Branch,28,Student,70,1,818.36,Sangat Rendah,0
159.32,Debit,Seattle,M033,Branch,18,Student,100,1,304.44,Sangat Rendah,0
50.83,Credit,Philadelphia,M076,Online,30,Doctor,48,1,9553.42,Sangat Rendah,0
56.89,Credit,Houston,M062,Branch,59,Engineer,56,1,3034.67,Sangat Rendah,0
20.22,Debit,Jacksonville,M003,ATM,43,Engineer,138,1,5515.32,Sangat Rendah,0
50.4,Debit,San Antonio,M079,Branch,36,Doctor,84,1,1677.01,Sangat Rendah,0
73.88,Debit,Los Angeles,M009,Branch,53,Retired,131,1,4055.55,Sangat Rendah,0
119.61,Debit,San Diego,M017,ATM,33,Doctor,53,1,9899.94,Sangat Rendah,0
1241.05,Debit,Miami,M089,Branch,18,Student,129,1,756.74,Sangat Rendah,0
116.58,Debit,Raleigh,M038,Branch,43,Engineer,247,1,2620.74,Sangat Rendah,0
1919.11,Debit,Portland,M033,ATM,30,Doctor,161,1,11090.24,Sangat Rendah,0
391.96,Debit,Nashville,M032,ATM,64,Retired,79,1,2174.16,Sangat Rendah,0
156.26,Credit,Virginia Beach,M059,Branch,46,Engineer,160,1,7854.1,Sangat Rendah,0
427.0,Credit,Oklahoma City,M065,Branch,49,Engineer,163,1,8253.65,Sangat Rendah,0
443.68,Debit,Tucson,M012,ATM,18,Student,137,1,874.15,Sangat Rendah,0
101.76,Debit,Philadelphia,M071,Branch,31,Doctor,26,1,6043.25,Sangat Rendah,0
67.57,Debit,Charlotte,M093,Branch,37,Engineer,107,1,2766.12,Sangat Rendah,0
326.29,Debit,Denver,M025,Online,56,Engineer,179,1,8171.26,Sangat Rendah,0
158.56,Debit,Sacramento,M087,ATM,33,Doctor,100,1,5401.21,Sangat Rendah,0
56.02,Debit,Memphis,M003,Online,27,Student,142,1,3548.02,Sangat Rendah,0
288.28,Debit,Portland,M087,Online,27,Student,36,1,160.83,Sangat Rendah,0
245.67,Credit,Portland,M088,Branch,24,Student,107,1,752.25,Sangat Rendah,0
152.18,Credit,Los Angeles,M093,Online,39,Engineer,176,4,2459.84,Sedang,1
114.35,Credit,El Paso,M025,Branch,41,Engineer,21,1,469.12,Sangat Rendah,0
373.27,Credit,Miami,M053,Online,61,Doctor,79,1,8441.61,Sangat Rendah,0
504.63,Debit,Portland,M068,Online,60,Engineer,168,1,3806.16,Sangat Rendah,0
126.22,Debit,Atlanta,M081,ATM,46,Engineer,77,4,6133.41,Sedang,1
820.15,Debit,Kansas City,M093,Branch,47,Doctor,181,1,8802.97,Sangat Rendah,0
986.81,Credit,Houston,M039,Online,68,Doctor,127,1,14881.77,Sangat Rendah,0
8.37,Debit,Colorado Springs,M011,ATM,63,Retired,135,1,1106.34,Sangat Rendah,0
197.49,Credit,Fresno,M007,Online,53,Retired,30,1,5005.33,Sangat Rendah,0
637.97,Debit,New York,M066,Branch,58,Retired,90,1,7949.03,Sangat Rendah,0
13.52,Debit,Seattle,M001,ATM,26,Student,65,1,259.77,Sangat Rendah,0
432.1,Debit,San Francisco,M048,ATM,49,Engineer,240,1,2114.3,Sangat Rendah,0
375.17,Debit,Fort Worth,M053,ATM,51,Engineer,66,2,5495.3,Rendah,0
642.68,Debit,Fresno,M034,Branch,50,Doctor,94,1,8461.46,Sangat Rendah,0
78.44,Credit,San Jose,M033,Online,52,Retired,292,1,6870.84,Sangat Rendah,0
139.72,Debit,Memphis,M033,Branch,49,Engineer,201,1,5058.83,Sangat Rendah,0
499.99,Debit,San Jose,M046,Branch,31,Engineer,296,1,8885.0,Sangat Rendah,0
10.07,Debit,Albuquerque,M029,Online,24,Student,49,1,530.81,Sangat Rendah,0
120.62,Debit,Raleigh,M087,ATM,23,Student,85,1,9379.53,Sangat Rendah,0
578.49,Debit,Nashville,M032,Branch,59,Retired,180,1,6475.13,Sangat Rendah,0
119.3,Debit,Mesa,M058,Branch,34,Engineer,22,5,319.04,Sedang,1
280.92,Debit,Phoenix,M048,Online,41,Doctor,168,1,5298.85,Sangat Rendah,0
42.42,Debit,Sacramento,M042,Online,21,Student,102,1,490.57,Sangat Rendah,0
77.03,Debit,Fresno,M030,ATM,67,Doctor,259,1,11310.27,Sangat Rendah,0
22.59,Debit,Seattle,M060,ATM,62,Retired,45,1,3988.75,Sangat Rendah,0
568.76,Debit,Baltimore,M097,ATM,51,Retired,155,1,7484.32,Sangat Rendah,0
25.94,Credit,San Jose,M003,Online,58,Retired,211,5,4815.11,Sedang,1
105.94,Debit,Oklahoma City,M074,Branch,51,Engineer,207,1,5963.1,Sangat Rendah,0
733.29,Debit,Virginia Beach,M032,ATM,52,Doctor,94,5,10427.0,Sedang,1
350.15,Credit,Fresno,M052,ATM,21,Student,195,1,296.47,Sangat Rendah,0
1151.18,Debit,Kansas City,M055,ATM,65,Doctor,105,1,1100.06,Sangat Rendah,0
183.67,Debit,San Diego,M085,Online,19,Student,238,1,910.26,Sangat Rendah,0
278.27,Debit,Tucson,M027,Branch,29,Doctor,123,1,6684.34,Sangat Rendah,0
470.3,Debit,Austin,M091,ATM,40,Doctor,88,1,8524.09,Sangat Rendah,0
261.69,Debit,Philadelphia,M042,ATM,53,Retired,84,1,5126.65,Sangat Rendah,0
365.04,Debit,Virginia Beach,M003,Branch,22,Student,94,1,873.89,Sangat Rendah,0
211.1,Debit,Miami,M070,Branch,57,Retired,136,1,7059.77,Sangat Rendah,0
21.49,Debit,Denver,M050,ATM,58,Doctor,240,1,11991.24,Sangat Rendah,0
63.58,Debit,Columbus,M093,ATM,18,Student,199,1,8086.04,Sangat Rendah,0
321.86,Debit,San Antonio,M005,ATM,63,Doctor,167,1,12626.49,Sangat Rendah,0
12.11,Debit,Jacksonville,M038,Branch,75,Retired,127,1,1730.28,Sangat Rendah,0
642.54,Debit,Milwaukee,M025,Branch,44,Engineer,28,1,3143.17,Sangat Rendah,0
210.45,Debit,Las Vegas,M011,ATM,27,Student,146,1,1242.49,Sangat Rendah,0
313.65,Credit,Chicago,M017,Branch,55,Retired,173,1,1886.36,Sangat Rendah,0
99.76,Debit,Sacramento,M039,Branch,26,Student,131,1,416.89,Sangat Rendah,0
115.32,Debit,Denver,M075,Branch,53,Retired,113,1,5929.08,Sangat Rendah,0
33.61,Debit,Milwaukee,M014,Online,23,Student,72,1,479.08,Sangat Rendah,0
498.59,Credit,Oklahoma City,M032,Online,33,Doctor,32,1,5862.99,Sangat Rendah,0
98.81,Debit,San Francisco,M047,Branch,27,Student,91,1,797.1,Sangat Rendah,0
1.87,Debit,Washington,M014,ATM,65,Retired,147,1,7287.94,Sangat Rendah,0
78.92,Credit,Jacksonville,M075,Online,59,Engineer,95,1,5624.86,Sangat Rendah,0
194.29,Credit,Seattle,M059,Branch,39,Engineer,10,1,2988.41,Sangat Rendah,0
28.73,Debit,Kansas City,M016,ATM,53,Engineer,185,1,2712.96,Sangat Rendah,0
105.53,Debit,Colorado Springs,M026,Online,24,Student,88,1,1433.66,Sangat Rendah,0
737.34,Debit,Miami,M006,Online,30,Doctor,34,1,7336.56,Sangat Rendah,0
237.86,Debit,Philadelphia,M044,ATM,18,Student,210,1,475.63,Sangat Rendah,0
409.61,Debit,Kansas City,M024,Branch,65,Doctor,89,1,11698.15,Sangat Rendah,0
75.53,Credit,Fresno,M009,Online,21,Student,157,1,1034.35,Sangat Rendah,0
72.75,Debit,Phoenix,M067,ATM,64,Doctor,15,1,12042.79,Sangat Rendah,0
39.11,Debit,Columbus,M052,Online,26,Student,143,1,518.54,Sangat Rendah,0
1309.79,Debit,San Francisco,M004,ATM,23,Student,139,1,1258.93,Sangat Rendah,0
729.38,Debit,Los Angeles,M093,ATM,68,Doctor,90,1,9127.65,Sangat Rendah,0
137.49,Debit,Fort Worth,M040,ATM,34,Engineer,50,1,4471.05,Sangat Rendah,0
504.71,Debit,Detroit,M060,Online,29,Engineer,61,1,6214.54,Sangat Rendah,0
371.47,Credit,Milwaukee,M097,Branch,24,Student,58,1,1187.04,Sangat Rendah,0
430.35,Debit,Charlotte,M007,Online,36,Doctor,205,1,354.9,Sangat Rendah,0
230.32,Debit,Las Vegas,M015,Branch,35,Engineer,56,1,791.46,Sangat Rendah,0
121.71,Debit,Chicago,M015,ATM,52,Retired,140,1,5878.89,Sangat Rendah,0
98.87,Debit,Detroit,M060,Online,20,Student,179,1,533.2,Sangat Rendah,0
117.55,Debit,Fresno,M046,ATM,24,Student,35,1,897.94,Sangat Rendah,0
244.64,Debit,Tucson,M072,Branch,30,Doctor,103,1,9159.56,Sangat Rendah,0
321.93,Debit,Nashville,M092,ATM,45,Engineer,12,1,4392.73,Sangat Rendah,0
1092.73,Debit,Columbus,M064,Branch,58,Retired,11,1,1390.98,Sangat Rendah,0
283.23,Debit,El Paso,M061,Online,40,Engineer,98,1,2008.77,Sangat Rendah,0
346.65,Debit,Washington,M062,Online,30,Engineer,60,1,6356.96,Sangat Rendah,0
381.62,Debit,Las Vegas,M097,Online,64,Retired,164,1,6009.12,Sangat Rendah,0
388.65,Debit,Oklahoma City,M065,ATM,76,Retired,43,1,7896.85,Sangat Rendah,0
29.22,Debit,San Antonio,M068,ATM,24,Student,151,1,1649.43,Sangat Rendah,0
46.75,Debit,Colorado Springs,M078,Branch,67,Retired,150,1,2840.43,Sangat Rendah,0
348.64,Debit,San Jose,M098,Online,57,Retired,128,1,3274.96,Sangat Rendah,0
319.17,Debit,Tucson,M088,Online,73,Retired,81,1,6501.56,Sangat Rendah,0
73.95,Debit,Kansas City,M012,ATM,26,Student,76,1,363.92,Sangat Rendah,0
389.63,Debit,Mesa,M100,Online,27,Engineer,99,1,9748.48,Sangat Rendah,0
217.61,Debit,Chicago,M025,ATM,19,Student,45,1,1404.53,Sangat Rendah,0
199.84,Debit,Dallas,M082,ATM,21,Student,150,1,706.44,Sangat Rendah,0
56.35,Debit,Charlotte,M033,ATM,44,Doctor,75,1,5095.73,Sangat Rendah,0
248.95,Credit,San Francisco,M068,Branch,65,Retired,29,1,3059.79,Sangat Rendah,0
142.58,Debit,San Antonio,M048,ATM,33,Engineer,145,1,7844.23,Sangat Rendah,0
1020.73,Debit,Fort Worth,M087,ATM,28,Student,87,1,1119.61,Sangat Rendah,0
84.34,Debit,Memphis,M039,Online,58,Retired,248,3,5313.97,Rendah,1
1607.55,Debit,Phoenix,M031,ATM,31,Engineer,156,1,6227.99,Sangat Rendah,0
333.78,Debit,San Diego,M057,ATM,60,Retired,98,1,6810.94,Sangat Rendah,0
332.59,Debit,San Antonio,M060,Online,55,Retired,143,1,1457.07,Sangat Rendah,0
236.81,Debit,Oklahoma City,M013,Branch,22,Student,15,1,813.68,Sangat Rendah,0
417.8,Credit,Philadelphia,M066,Branch,27,Student,130,1,1518.82,Sangat Rendah,0
319.27,Debit,San Antonio,M052,ATM,50,Doctor,150,1,10269.78,Sangat Rendah,0
384.1,Debit,Detroit,M004,Branch,42,Engineer,172,1,672.79,Sangat Rendah,0
820.62,Credit,Fresno,M084,Branch,61,Doctor,158,1,6024.8,Sangat Rendah,0
474.77,Credit,Indianapolis,M073,Online,56,Engineer,50,1,2158.59,Sangat Rendah,0
542.72,Credit,Indianapolis,M100,Branch,43,Doctor,92,1,6011.8,Sangat Rendah,0
79.8,Debit,Fort Worth,M070,ATM,73,Retired,76,1,6372.58,Sangat Rendah,0
46.24,Debit,San Diego,M043,Branch,57,Engineer,52,1,2569.56,Sangat Rendah,0
327.8,Debit,San Francisco,M054,ATM,61,Doctor,54,1,10585.48,Sangat Rendah,0
445.79,Debit,Las Vegas,M052,ATM,52,Doctor,161,1,717.99,Sangat Rendah,0
55.89,Debit,Fresno,M026,Online,72,Retired,150,1,3689.65,Sangat Rendah,0
158.41,Debit,Sacramento,M013,Branch,28,Student,16,1,1512.16,Sangat Rendah,0
101.19,Credit,Denver,M033,Online,64,Doctor,75,1,14389.45,Sangat Rendah,0
827.14,Debit,El Paso,M018,Branch,36,Engineer,265,4,9800.21,Sedang,1
61.97,Debit,Phoenix,M056,ATM,74,Retired,95,1,7014.69,Sangat Rendah,0
27.21,Debit,San Jose,M050,ATM,79,Retired,102,1,3520.61,Sangat Rendah,0
173.74,Debit,Houston,M074,Online,80,Retired,64,1,4913.42,Sangat Rendah,0
176.11,Debit,San Jose,M091,Branch,38,Engineer,105,1,9155.35,Sangat Rendah,0
88.4,Debit,Fort Worth,M065,Online,46,Engineer,174,1,2567.53,Sangat Rendah,0
567.92,Debit,Columbus,M042,Online,53,Retired,14,1,3779.47,Sangat Rendah,0
138.11,Credit,Phoenix,M001,Online,68,Retired,104,1,4177.65,Sangat Rendah,0
456.93,Credit,Virginia Beach,M006,Branch,28,Engineer,193,1,7284.76,Sangat Rendah,0
101.42,Debit,Atlanta,M036,Online,66,Retired,146,1,6530.59,Sangat Rendah,0
300.61,Debit,El Paso,M006,Online,44,Doctor,51,1,7895.54,Sangat Rendah,0
265.94,Debit,Boston,M085,Online,54,Engineer,132,1,6781.3,Sangat Rendah,0
345.54,Debit,San Diego,M050,Online,29,Engineer,50,1,2091.78,Sangat Rendah,0
411.52,Debit,Los Angeles,M023,ATM,41,Doctor,88,1,11108.39,Sangat Rendah,0
111.21,Debit,Portland,M076,Branch,35,Doctor,111,1,9088.36,Sangat Rendah,0
316.37,Debit,Colorado Springs,M088,ATM,53,Engineer,86,1,4671.69,Sangat Rendah,0
260.63,Debit,Fort Worth,M005,Branch,37,Engineer,142,1,7534.73,Sangat Rendah,0
92.36,Debit,Dallas,M092,ATM,29,Engineer,144,1,6353.14,Sangat Rendah,0
262.06,Debit,Oklahoma City,M029,Branch,63,Doctor,118,1,13587.52,Sangat Rendah,0
64.5,Debit,Denver,M062,ATM,74,Retired,230,1,1351.24,Sangat Rendah,0
253.55,Debit,Jacksonville,M007,ATM,28,Engineer,85,5,2797.26,Sedang,1
408.28,Credit,Nashville,M028,Branch,21,Student,125,3,1222.77,Rendah,1
175.94,Debit,Indianapolis,M044,ATM,57,Retired,89,1,3728.04,Sangat Rendah,0
199.47,Debit,Detroit,M041,Online,57,Doctor,142,1,6067.44,Sangat Rendah,0
51.07,Debit,Dallas,M017,Branch,63,Retired,133,1,4292.16,Sangat Rendah,0
435.86,Debit,Jacksonville,M075,ATM,56,Retired,134,1,3801.82,Sangat Rendah,0
74.73,Credit,Jacksonville,M009,Branch,64,Retired,162,1,6353.22,Sangat Rendah,0
182.79,Credit,Louisville,M013,Online,23,Student,14,1,1251.85,Sangat Rendah,0
628.36,Debit,Austin,M005,Online,44,Doctor,108,1,11869.71,Sangat Rendah,0
268.39,Debit,San Antonio,M021,Online,29,Doctor,177,1,9409.43,Sangat Rendah,0
362.27,Debit,Jacksonville,M051,ATM,80,Retired,47,1,6003.59,Sangat Rendah,0
560.15,Credit,Memphis,M059,Online,50,Engineer,92,1,817.83,Sangat Rendah,0
351.99,Debit,Chicago,M001,ATM,80,Retired,45,2,3663.64,Rendah,0
132.36,Debit,Colorado Springs,M094,Branch,28,Student,160,1,319.65,Sangat Rendah,0
24.77,Credit,Nashville,M002,Online,40,Engineer,17,1,478.23,Sangat Rendah,0
668.67,Debit,Detroit,M019,Online,44,Doctor,143,4,13446.81,Sedang,1
80.24,Credit,New York,M016,Branch,53,Doctor,58,1,8012.81,Sangat Rendah,0
8.65,Debit,Mesa,M060,ATM,68,Retired,198,1,4201.22,Sangat Rendah,0
178.91,Debit,Omaha,M035,ATM,18,Student,19,1,8870.89,Sangat Rendah,0
115.22,Debit,San Francisco,M063,Branch,27,Engineer,108,1,906.2,Sangat Rendah,0
161.63,Debit,San Jose,M077,Online,46,Doctor,276,1,9286.37,Sangat Rendah,0
542.75,Credit,Nashville,M045,Branch,70,Retired,63,1,2224.08,Sangat Rendah,0
317.47,Credit,Sacramento,M083,Online,67,Doctor,16,1,14639.28,Sangat Rendah,0
280.99,Debit,Houston,M096,Branch,45,Engineer,29,1,9733.59,Sangat Rendah,0
24.19,Debit,San Diego,M061,ATM,29,Engineer,28,1,2756.2,Sangat Rendah,0
586.85,Debit,Mesa,M014,ATM,36,Doctor,86,1,6655.15,Sangat Rendah,0
372.41,Debit,San Diego,M088,ATM,55,Retired,143,1,3233.87,Sangat Rendah,0
63.17,Debit,Fresno,M039,ATM,20,Student,148,1,1676.57,Sangat Rendah,0
383.69,Debit,Colorado Springs,M064,Online,54,Engineer,285,1,8371.11,Sangat Rendah,0
247.17,Credit,Chicago,M096,Branch,65,Retired,149,1,2611.64,Sangat Rendah,0
48.78,Credit,Kansas City,M006,Branch,18,Student,136,1,552.06,Sangat Rendah,0
4.15,Credit,Omaha,M019,Branch,60,Retired,119,1,6017.36,Sangat Rendah,0
60.99,Debit,Oklahoma City,M037,Branch,34,Engineer,58,1,7281.46,Sangat Rendah,0
408.19,Debit,Mesa,M038,Branch,26,Engineer,241,1,6847.47,Sangat Rendah,0
524.6,Debit,El Paso,M002,Branch,58,Doctor,76,1,13017.7,Sangat Rendah,0
108.96,Debit,Milwaukee,M070,ATM,26,Student,247,1,7597.66,Sangat Rendah,0
70.03,Debit,Nashville,M073,Branch,63,Retired,49,1,7330.31,Sangat Rendah,0
124.84,Debit,Louisville,M051,Online,52,Retired,79,1,6711.78,Sangat Rendah,0
324.04,Debit,Virginia Beach,M043,ATM,54,Retired,30,1,2248.06,Sangat Rendah,0
39.69,Debit,Austin,M089,Online,70,Retired,163,1,3524.68,Sangat Rendah,0
157.7,Credit,Omaha,M019,Branch,58,Engineer,46,1,8332.58,Sangat Rendah,0
81.27,Credit,Seattle,M051,Online,22,Student,68,1,1814.48,Sangat Rendah,0
193.82,Debit,Kansas City,M042,Branch,37,Engineer,176,1,3886.77,Sangat Rendah,0
16.73,Debit,Omaha,M022,Online,79,Retired,165,1,7591.13,Sangat Rendah,0
474.05,Debit,San Jose,M031,ATM,57,Retired,214,1,1484.31,Sangat Rendah,0
39.21,Debit,Miami,M093,ATM,66,Doctor,245,4,9385.57,Sedang,1
637.75,Debit,Dallas,M028,Branch,79,Retired,152,1,4202.92,Sangat Rendah,0
153.59,Credit,Portland,M001,Branch,66,Retired,174,1,4813.12,Sangat Rendah,0
186.6,Debit,Tucson,M086,Branch,18,Student,139,1,9716.68,Sangat Rendah,0
644.08,Debit,Atlanta,M018,Online,24,Student,55,1,1980.62,Sangat Rendah,0
226.66,Debit,Austin,M001,Branch,41,Doctor,168,1,10216.25,Sangat Rendah,0
305.0,Debit,Phoenix,M003,ATM,22,Student,222,1,944.83,Sangat Rendah,0
233.1,Credit,Nashville,M011,Branch,42,Doctor,37,1,7469.2,Sangat Rendah,0
793.13,Debit,Memphis,M035,Online,68,Doctor,76,1,13389.16,Sangat Rendah,0
224.19,Debit,Houston,M017,ATM,52,Doctor,93,1,8475.47,Sangat Rendah,0
214.83,Credit,Tucson,M009,ATM,23,Student,63,1,991.69,Sangat Rendah,0
163.46,Credit,Baltimore,M037,Branch,63,Retired,111,1,6953.8,Sangat Rendah,0
194.99,Debit,Jacksonville,M097,Branch,34,Engineer,91,1,1370.03,Sangat Rendah,0
23.4,Debit,El Paso,M027,ATM,46,Doctor,175,4,14851.28,Sedang,1
227.5,Debit,Sacramento,M055,Online,34,Doctor,277,1,11505.35,Sangat Rendah,0
259.9,Debit,Oklahoma City,M083,Online,26,Student,100,1,914.28,Sangat Rendah,0
59.51,Credit,Dallas,M086,Online,36,Doctor,55,1,9955.88,Sangat Rendah,0
50.63,Debit,Columbus,M045,Online,64,Retired,143,1,4732.81,Sangat Rendah,0
1074.95,Debit,Jacksonville,M089,Branch,20,Student,91,1,530.86,Sangat Rendah,0
112.94,Credit,San Antonio,M091,Online,73,Retired,31,1,3807.84,Sangat Rendah,0
11.81,Debit,Phoenix,M072,ATM,21,Student,131,1,320.25,Sangat Rendah,0
329.14,Debit,Sacramento,M018,Branch,55,Doctor,14,1,12033.92,Sangat Rendah,0
154.24,Debit,Mesa,M049,ATM,61,Retired,82,1,6109.55,Sangat Rendah,0
233.44,Debit,Chicago,M037,Online,20,Student,297,1,1691.88,Sangat Rendah,0
141.8,Debit,Chicago,M088,ATM,18,Student,116,1,1697.67,Sangat Rendah,0
209.03,Debit,Detroit,M012,Branch,55,Engineer,126,1,8359.5,Sangat Rendah,0
1137.63,Debit,Baltimore,M074,ATM,26,Student,144,1,1629.12,Sangat Rendah,0
261.14,Debit,San Antonio,M040,ATM,42,Engineer,162,1,6100.08,Sangat Rendah,0
101.81,Debit,Fort Worth,M087,ATM,45,Doctor,105,1,13872.03,Sangat Rendah,0
98.71,Debit,Fort Worth,M070,ATM,32,Doctor,117,1,10095.23,Sangat Rendah,0
87.38,Debit,Atlanta,M054,Branch,21,Student,252,1,1504.99,Sangat Rendah,0
83.39,Debit,Omaha,M042,Branch,32,Doctor,158,1,13182.11,Sangat Rendah,0
267.55,Debit,Charlotte,M084,Online,46,Engineer,40,1,4330.04,Sangat Rendah,0
870.05,Debit,El Paso,M077,ATM,29,Doctor,39,1,905.25,Sangat Rendah,0
154.32,Credit,Tucson,M015,ATM,38,Engineer,269,1,6972.5,Sangat Rendah,0
164.51,Debit,Louisville,M056,Branch,78,Retired,110,1,3553.69,Sangat Rendah,0
758.12,Debit,San Francisco,M028,ATM,69,Retired,90,1,6164.65,Sangat Rendah,0
103.76,Debit,Kansas City,M085,Online,28,Engineer,188,1,9626.14,Sangat Rendah,0
583.92,Debit,Kansas City,M024,Online,55,Engineer,139,1,6364.14,Sangat Rendah,0
204.06,Debit,Washington,M069,Online,77,Retired,159,1,4351.83,Sangat Rendah,0
53.51,Debit,New York,M030,Online,56,Retired,165,1,5773.5,Sangat Rendah,0
1108.46,Debit,Los Angeles,M046,Branch,30,Engineer,262,1,9257.04,Sangat Rendah,0
52.95,Credit,Charlotte,M061,Online,68,Retired,14,1,6335.58,Sangat Rendah,0
120.17,Debit,Portland,M023,ATM,49,Doctor,105,1,5403.79,Sangat Rendah,0
220.8,Debit,Indianapolis,M021,Online,31,Engineer,28,1,8135.31,Sangat Rendah,0
119.01,Debit,Philadelphia,M069,ATM,45,Doctor,87,1,9798.26,Sangat Rendah,0
183.32,Debit,Raleigh,M041,ATM,21,Student,74,1,137.42,Sangat Rendah,0
858.88,Debit,Jacksonville,M085,Online,60,Engineer,227,1,7015.46,Sangat Rendah,0
11.46,Credit,San Francisco,M092,Online,41,Engineer,128,1,2356.71,Sangat Rendah,0
61.37,Debit,Columbus,M001,Branch,75,Retired,164,1,4294.44,Sangat Rendah,0
103.08,Credit,Milwaukee,M096,Branch,49,Engineer,150,1,9251.38,Sangat Rendah,0
1.21,Debit,Atlanta,M039,Branch,55,Retired,196,1,7542.74,Sangat Rendah,0
425.18,Credit,Colorado Springs,M051,Online,26,Engineer,172,1,9880.71,Sangat Rendah,0
60.96,Debit,Colorado Springs,M065,ATM,52,Retired,238,1,6189.24,Sangat Rendah,0
64.21,Debit,Omaha,M028,ATM,51,Doctor,37,1,12540.18,Sangat Rendah,0
523.02,Debit,Jacksonville,M010,Online,53,Retired,83,1,4586.11,Sangat Rendah,0
50.26,Debit,Las Vegas,M055,Branch,65,Retired,164,1,1519.38,Sangat Rendah,0
110.08,Debit,Detroit,M059,Branch,19,Student,95,1,1447.26,Sangat Rendah,0
54.47,Credit,Philadelphia,M100,Branch,23,Student,34,1,1131.42,Sangat Rendah,0
79.76,Debit,Kansas City,M043,Online,68,Doctor,115,1,10278.75,Sangat Rendah,0
16.79,Credit,Detroit,M023,Online,30,Doctor,146,1,535.15,Sangat Rendah,0
1531.31,Debit,San Diego,M078,Online,18,Student,62,4,859.86,Sedang,1
68.62,Debit,Omaha,M091,Branch,29,Doctor,157,1,13891.47,Sangat Rendah,0
157.16,Debit,New York,M068,Branch,20,Student,280,1,1545.77,Sangat Rendah,0
643.38,Credit,Detroit,M044,Online,18,Student,105,1,1046.74,Sangat Rendah,0
328.34,Credit,San Diego,M014,Online,42,Engineer,31,1,2840.45,Sangat Rendah,0
72.68,Debit,Seattle,M072,Online,69,Retired,44,1,6216.77,Sangat Rendah,0
354.76,Debit,Detroit,M065,Branch,51,Doctor,279,1,10141.92,Sangat Rendah,0
793.88,Credit,Los Angeles,M036,ATM,22,Student,252,1,1404.06,Sangat Rendah,0
29.22,Debit,Detroit,M056,ATM,27,Engineer,69,1,7795.79,Sangat Rendah,0
653.97,Debit,Miami,M067,Online,37,Engineer,100,1,3886.65,Sangat Rendah,0
